Time,Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz,Target
20.8938,-8,3,-2,1,-3,-3,-34,-2,1,4,7,6,-8,3,15,22,22,18,24,14,15,-117,-100,-93,-42,-41,-26,-90,-87,-39,-17,-18,-18,-16,-15,-17,-79,-104,-4,10,39,13,32,-2,26,14,27,27,25,26,26,23,26,29,12,27,24,17,27,6,21,31,11,10,LEFT
20.9,-12,8,4,5,3,2,-19,-6,4,4,11,8,-3,12,13,20,21,18,28,15,18,-134,-98,-91,-36,-36,-32,-87,-84,-18,-21,-23,-24,-22,-27,-27,-63,-88,-14,2,23,4,9,-18,10,4,12,12,15,14,12,8,14,16,-2,11,12,8,16,-5,7,28,9,-1,LEFT
20.9062,-21,-6,-11,-12,-18,-19,-39,-17,-10,-15,-7,-10,-20,-2,-3,5,7,4,13,-1,6,-137,-102,-100,-77,-78,-47,-92,-90,-36,-23,-26,-26,-24,-37,-37,-51,-71,-31,-2,-15,2,4,-16,-12,3,11,13,15,17,12,10,16,18,2,20,20,12,19,-1,17,35,14,17,LEFT
20.9125,-15,-3,-7,-13,-16,-16,-38,-8,-1,-10,-1,-3,-12,6,5,13,13,13,21,8,16,-128,-96,-95,-76,-76,-42,-85,-84,-54,-21,-24,-24,-23,-32,-33,-71,-84,-25,2,-25,4,0,5,-11,4,16,16,18,17,15,11,16,18,-2,26,24,10,17,-3,20,33,15,23,LEFT
20.9188,-24,-11,-15,-21,-20,-21,-39,-23,-10,-18,-8,-9,-19,-6,-5,1,2,3,10,0,5,-141,-109,-110,-63,-62,-49,-107,-106,-53,-43,-45,-44,-43,-44,-44,-94,-103,-46,-12,34,-10,-17,-5,6,-10,11,10,8,8,5,-2,3,6,-12,18,14,2,5,-15,11,20,10,5,LEFT
20.925,-35,-16,-20,-21,-20,-20,-34,-32,-13,-14,-6,-6,-18,-4,-6,5,6,6,13,4,6,-131,-102,-108,-51,-50,-38,-96,-95,-39,-22,-21,-22,-21,-29,-31,-51,-67,-46,2,55,5,12,11,28,5,25,25,20,21,15,5,11,13,5,23,21,7,13,-7,17,17,9,1,LEFT
20.9313,-13,-2,-6,-11,-7,-8,-28,-12,-3,-3,2,1,-9,8,4,13,13,8,16,7,11,-146,-95,-93,-68,-67,-30,-81,-79,-43,-14,-15,-17,-14,-27,-29,-15,-57,-39,4,31,6,16,5,17,6,15,15,13,14,9,-1,4,6,2,14,12,1,7,-14,8,14,10,4,LEFT
20.9375,-12,-5,-8,-13,-13,-14,-30,-11,-4,-9,-3,-4,-12,2,0,8,9,1,11,3,4,-129,-86,-79,-71,-71,-29,-70,-68,-23,-19,-21,-21,-18,-21,-22,-24,-60,-13,7,34,10,16,-4,21,11,25,26,24,24,17,7,10,13,11,34,25,12,12,-8,23,24,16,23,LEFT
20.9438,5,9,6,6,5,3,-6,8,18,11,15,12,6,20,21,26,25,17,26,20,17,-128,-71,-63,-39,-37,-15,-63,-61,-11,-8,-11,-11,-10,-12,-13,-29,-61,-10,17,17,17,17,-1,12,17,30,31,24,24,15,6,10,12,10,31,21,3,5,-16,15,10,-1,3,LEFT
20.95,-12,-6,-11,-10,-12,-13,-30,-12,-3,-7,-4,-9,-14,-1,2,3,4,-2,4,-3,-8,-167,-106,-99,-47,-46,-40,-94,-92,-26,-32,-35,-35,-33,-42,-42,-55,-93,-49,-20,-6,-20,3,-13,-2,-20,8,10,-1,0,-10,-20,-18,-17,-26,10,1,-15,-19,-40,-2,-6,-15,-20,LEFT
20.9563,-15,-23,-27,-27,-34,-33,-51,-23,-16,-17,-17,-20,-24,-20,-1,-4,-3,-7,0,-5,-13,-145,-102,-100,-58,-58,-42,-84,-82,-26,-20,-19,-20,-18,-33,-34,-42,-65,-26,-7,39,-3,22,6,37,-2,34,34,24,26,17,7,7,11,1,42,33,17,14,-7,32,27,20,24,LEFT
20.9625,25,7,4,1,-2,-3,-17,6,14,12,11,11,6,11,30,23,23,21,27,23,14,-120,-81,-78,-54,-54,-24,-64,-62,-17,-6,-8,-9,-8,-14,-16,-41,-55,2,6,35,7,30,3,22,6,23,24,24,23,16,8,7,10,-1,22,17,8,4,-16,11,10,6,-3,LEFT
20.9688,0,-14,-19,-14,-15,-16,-25,-12,-6,-12,-11,-12,-15,-9,-3,-6,-5,-3,2,-3,-12,-133,-110,-109,-79,-79,-50,-103,-101,-39,-46,-48,-49,-46,-41,-41,-51,-96,-17,-20,-14,-18,-11,-27,-27,-17,-12,-11,-5,-5,-8,-15,-13,-12,-21,-13,-11,-10,-15,-34,-14,-10,-7,-27,LEFT
20.975,-8,-30,-34,-27,-35,-35,-44,-16,-12,-17,-20,-24,-26,-11,-12,-8,-7,-5,4,-2,-6,-142,-108,-99,-76,-74,-47,-91,-88,-29,-33,-32,-33,-32,-37,-39,-18,-53,-6,-1,37,2,7,-9,25,4,16,17,16,17,13,8,10,12,4,15,17,13,14,-7,16,18,14,8,LEFT
20.9813,10,-5,-8,-8,-18,-17,-30,7,12,8,2,-5,-9,11,13,16,16,15,23,16,13,-129,-74,-82,-66,-65,-29,-60,-56,-26,-17,-18,-20,-20,-28,-30,-12,-32,-11,4,56,5,23,-2,38,5,18,18,16,16,11,3,3,5,-1,12,13,6,3,-18,7,17,8,5,LEFT
20.9875,-7,-17,-22,-21,-28,-29,-26,-10,-10,-10,-14,-20,-26,-4,-7,-6,-4,-4,1,-6,-9,-127,-90,-91,-77,-78,-46,-81,-79,-43,-35,-37,-38,-36,-48,-49,-52,-55,-40,-8,24,-7,0,-10,1,-6,-1,0,2,3,-2,-12,-10,-7,-8,3,3,-2,-11,-31,1,7,0,0,LEFT
20.9938,-19,-21,-25,-25,-31,-31,-32,-7,-13,-10,-13,-17,-24,-1,-4,-3,-2,3,12,2,1,-131,-90,-91,-52,-52,-38,-78,-76,-11,-28,-29,-30,-28,-36,-39,-38,-50,-25,-2,25,0,26,3,6,0,14,14,12,14,12,2,6,8,-4,17,13,6,4,-16,9,12,7,8,LEFT
21.0,-3,-12,-15,-21,-22,-23,-27,4,-7,-10,-11,-12,-20,-6,-2,-4,-3,-2,12,2,2,-163,-95,-91,-59,-59,-43,-80,-78,-34,-33,-35,-37,-35,-44,-46,-51,-65,-17,-15,20,-13,3,-4,3,-13,-1,-1,-5,-4,-8,-17,-11,-10,-17,2,-6,-10,-15,-34,-10,-1,-5,-5,LEFT
21.0063,-15,-29,-33,-35,-37,-39,-49,-13,-24,-25,-24,-27,-36,-14,-20,-16,-15,-18,-6,-12,-8,-171,-102,-97,-68,-67,-51,-81,-78,-43,-37,-37,-39,-37,-45,-46,-63,-60,-14,-7,16,-3,6,-3,5,-3,7,9,5,6,1,-10,-2,1,-2,13,6,5,3,-17,5,14,10,12,LEFT
21.0125,-2,-11,-15,-15,-14,-14,-22,15,-2,-1,-4,-9,-13,7,2,10,8,3,11,7,12,-121,-76,-95,-43,-42,-31,-64,-63,-15,-23,-24,-26,-25,-23,-26,-55,-47,0,6,13,8,26,5,5,7,14,14,10,10,3,-7,1,3,1,12,6,1,1,-20,1,12,5,8,LEFT
21.0188,-12,-21,-26,-27,-24,-26,-22,-1,-21,-22,-24,-29,-31,-8,-20,-16,-14,-20,-13,-16,-8,-126,-97,-105,-76,-77,-57,-88,-87,-46,-51,-54,-55,-52,-56,-58,-69,-60,-35,-23,-9,-23,-7,-22,-21,-23,-14,-14,-18,-18,-25,-35,-26,-24,-29,-8,-16,-22,-28,-48,-21,-8,-15,-13,LEFT
21.025,-39,-46,-51,-52,-52,-52,-43,-20,-42,-42,-44,-48,-51,-28,-37,-30,-28,-32,-23,-26,-17,-125,-99,-100,-86,-86,-64,-90,-88,-46,-50,-51,-52,-50,-57,-59,-53,-62,-54,-22,2,-20,1,-14,-6,-18,-4,-4,-6,-5,-10,-21,-13,-11,-16,3,-3,-7,-9,-30,-4,3,-3,0,LEFT
21.0312,-22,-29,-32,-35,-29,-29,-19,-1,-20,-17,-22,-25,-25,-5,-16,-2,-2,-8,0,-2,5,-113,-80,-95,-71,-71,-48,-73,-70,-42,-34,-36,-38,-36,-44,-47,-50,-62,-49,-4,-4,-3,3,-11,-7,-3,-4,-4,-2,-2,-7,-18,-6,-5,-8,-6,-7,-10,-7,-28,-12,1,-3,-5,LEFT
21.0375,-31,-36,-41,-44,-40,-41,-32,-24,-35,-31,-36,-41,-41,-17,-34,-23,-21,-26,-21,-23,-11,-153,-108,-118,-100,-101,-69,-86,-82,-68,-55,-58,-59,-55,-70,-70,-56,-65,-43,-29,-1,-27,-13,-16,-16,-25,-27,-26,-23,-23,-29,-36,-22,-20,-28,-25,-26,-25,-21,-41,-28,-14,-16,-15,LEFT
21.0438,-31,-41,-45,-48,-50,-49,-52,-29,-34,-32,-37,-44,-46,-21,-30,-22,-21,-23,-18,-23,-7,-153,-96,-107,-67,-65,-58,-73,-69,-37,-33,-33,-34,-32,-53,-54,-32,-53,-11,-14,37,-11,31,4,23,-10,-1,1,-6,-5,-12,-21,-8,-6,-11,2,-5,-11,-6,-27,-7,-1,-7,-5,LEFT
21.05,-6,-23,-27,-34,-36,-36,-45,-10,-18,-21,-27,-35,-40,-12,-18,-11,-11,-20,-17,-24,-11,-142,-94,-122,-39,-38,-60,-82,-79,-27,-32,-33,-36,-34,-52,-53,-36,-76,-17,-16,16,-16,15,-18,10,-16,-3,-2,-15,-14,-23,-33,-20,-19,-19,-1,-13,-22,-20,-41,-16,-5,-11,-8,LEFT
21.0563,-10,-28,-31,-36,-39,-39,-37,-14,-23,-25,-31,-38,-39,-16,-27,-18,-17,-24,-21,-24,-18,-148,-101,-116,-59,-60,-50,-67,-64,-31,-37,-40,-41,-38,-42,-43,-42,-58,-31,-13,5,-11,-2,-11,-2,-9,2,2,-10,-8,-17,-23,-14,-12,-10,8,-4,-16,-16,-37,-7,-3,-16,-7,LEFT
21.0625,-8,-14,-17,-22,-20,-20,-19,-5,-9,-8,-14,-21,-20,-4,-14,-5,-4,-8,-2,-6,-2,-125,-82,-87,-77,-77,-33,-53,-50,-32,-23,-25,-26,-25,-33,-35,-33,-54,-43,-7,9,-6,15,12,-1,-6,-4,-4,-10,-9,-14,-17,-12,-11,-11,-2,-11,-16,-17,-38,-15,-5,-21,-14,LEFT
21.0688,-25,-22,-27,-30,-27,-29,-26,-19,-21,-19,-23,-28,-27,-17,-29,-17,-16,-20,-13,-20,-17,-111,-86,-110,-81,-81,-51,-93,-92,-55,-34,-37,-39,-36,-46,-48,-52,-107,-62,-25,-30,-24,5,-6,-22,-24,-21,-20,-21,-20,-24,-29,-22,-21,-27,-15,-20,-18,-21,-42,-22,-2,-16,-8,LEFT
21.075,-26,-26,-31,-32,-30,-30,-24,-22,-21,-18,-21,-25,-24,-22,-28,-13,-12,-15,-8,-14,-14,-133,-93,-111,-64,-63,-42,-87,-85,-55,-36,-36,-39,-36,-31,-34,-46,-90,-49,-12,-21,-8,7,-3,2,-7,-1,-1,-1,-1,-5,-9,-5,-2,-5,2,-2,-3,-4,-26,-3,7,-4,5,LEFT
21.0813,-21,-5,-9,-12,-5,-7,-4,-7,0,2,1,-4,-5,5,-10,6,6,4,8,5,6,-98,-71,-83,-29,-28,-29,-51,-49,-20,-31,-32,-34,-32,-22,-25,-13,-48,-54,0,25,0,7,7,24,-2,5,5,-1,-1,-7,-14,-11,-10,-8,5,-3,-12,-18,-39,-7,-2,-12,-11,LEFT
21.0875,-36,-17,-21,-21,-18,-21,-16,-25,-14,-14,-15,-18,-25,-15,-23,-10,-8,-12,-8,-11,-12,-101,-79,-100,-48,-49,-45,-70,-68,-31,-34,-36,-36,-34,-35,-36,-17,-56,-58,-18,12,-16,2,-7,4,-15,-11,-11,-14,-13,-13,-18,-17,-15,-14,-8,-14,-16,-18,-39,-15,-7,-15,-20,LEFT
21.0938,-16,-9,-13,-13,-12,-12,-13,-14,-6,-6,-8,-8,-14,-4,-18,0,1,-1,10,7,6,-129,-72,-92,-54,-54,-26,-60,-57,-23,-10,-12,-13,-11,-22,-23,-36,-47,-46,4,4,7,21,6,5,7,-8,-7,-6,-5,1,1,2,4,6,-6,-7,-3,1,-22,-9,-2,-6,-8,LEFT
21.1,-11,-3,-7,-8,-10,-10,-37,-12,-4,-4,-6,-3,-11,7,-17,5,6,3,16,9,9,-117,-78,-91,-54,-54,-24,-55,-53,-19,-17,-21,-21,-18,-26,-27,-35,-59,-48,1,7,2,15,-13,12,2,-3,-1,-1,0,1,1,1,2,-4,0,-2,2,-1,-22,-4,5,4,3,LEFT
21.1063,20,1,-3,-8,-15,-16,-49,8,8,2,-3,-3,-15,-4,2,16,17,6,17,9,6,-98,-78,-95,-41,-42,-24,-65,-63,-14,-8,-10,-11,-9,-20,-22,-1,-54,-23,-4,18,-1,41,-7,36,-1,29,30,25,27,22,21,20,22,1,38,32,24,25,4,31,36,32,52,LEFT
21.1125,31,16,13,7,3,2,-23,33,32,22,16,14,3,6,32,40,39,27,39,27,23,-106,-62,-86,-31,-31,-14,-37,-35,-6,3,3,0,2,-8,-12,12,-32,-17,2,41,4,57,1,53,2,37,37,31,30,25,22,18,19,-1,38,29,20,16,-5,25,24,16,30,LEFT
21.1188,1,5,1,3,1,-1,-16,10,17,9,6,6,-4,-4,10,21,22,14,24,14,8,-115,-73,-94,-52,-53,-25,-47,-44,-20,-17,-19,-20,-18,-14,-16,-14,-65,-57,-7,15,-6,38,-8,26,-6,12,12,9,10,8,4,2,3,-8,17,11,10,0,-21,10,13,2,11,LEFT
21.125,3,1,-3,0,-2,-3,-14,1,12,3,2,2,-4,-4,-1,14,15,8,21,14,13,-108,-67,-90,-60,-59,-23,-50,-48,-24,-11,-11,-12,-11,-8,-11,-12,-63,-48,2,22,5,48,4,37,5,21,21,16,17,16,15,14,16,6,34,29,21,15,-5,27,30,12,36,LEFT
21.1313,20,8,5,6,3,1,-24,11,18,10,8,6,3,10,6,21,21,11,24,19,20,-114,-62,-80,-35,-35,-20,-39,-36,0,-3,-6,-7,-6,-14,-17,-9,-39,-29,7,25,8,41,2,36,7,8,9,3,2,-2,-4,-1,0,2,10,5,0,-6,-27,-1,7,-10,3,LEFT
21.1375,-25,-24,-28,-16,-23,-24,-40,-22,-17,-21,-21,-22,-23,-1,-25,-12,-10,-21,-8,-9,-5,-121,-89,-91,-52,-53,-45,-70,-67,-17,-32,-34,-35,-33,-37,-37,-35,-54,-50,-6,11,-5,11,-4,10,-3,-14,-13,-17,-18,-23,-21,-16,-14,-6,-14,-17,-16,-15,-36,-20,-11,-22,-22,LEFT
21.1438,-35,-28,-31,-18,-23,-23,-29,-21,-18,-20,-19,-20,-17,0,-22,-8,-7,-20,-1,-4,1,-97,-80,-91,-42,-41,-30,-55,-53,-21,-24,-23,-25,-23,-21,-23,-24,-37,-40,1,20,2,5,1,17,2,-4,-3,-6,-6,-14,-7,-5,-3,-2,-3,-6,-10,-2,-24,-10,-5,-14,-5,LEFT
21.15,1,-8,-11,-6,-11,-12,-30,-7,-8,-8,-11,-13,-13,-3,-21,-6,-6,-21,0,-5,-2,-96,-73,-92,-43,-45,-24,-56,-54,-46,-28,-30,-31,-30,-19,-21,-13,-44,-45,-12,-20,-11,1,-15,-15,-13,-24,-23,-21,-21,-31,-24,-21,-21,-18,-16,-21,-24,-22,-43,-25,-16,-23,-16,LEFT
21.1562,-10,-22,-25,-22,-29,-29,-52,-31,-29,-27,-32,-32,-33,-19,-44,-27,-25,-42,-19,-22,-21,-102,-79,-92,-71,-73,-36,-57,-55,-47,-35,-36,-36,-35,-31,-32,-32,-53,-46,-17,-29,-15,-8,-3,-20,-14,-28,-26,-26,-24,-34,-29,-25,-24,-14,-12,-18,-26,-25,-45,-21,-21,-31,-22,LEFT
21.1625,-17,-19,-22,-20,-23,-23,-43,-31,-22,-17,-22,-21,-21,-6,-32,-15,-15,-31,-6,-6,-5,-123,-81,-90,-58,-58,-27,-43,-40,-15,-21,-23,-23,-22,-26,-30,-42,-50,-41,-6,13,-5,0,14,13,-5,-11,-10,-15,-14,-26,-22,-21,-19,-10,-5,-12,-23,-23,-44,-16,-20,-32,-24,LEFT
21.1688,-27,-25,-29,-27,-29,-30,-41,-45,-33,-27,-29,-29,-31,-15,-40,-26,-24,-40,-18,-22,-16,-166,-103,-118,-82,-83,-50,-88,-86,-63,-48,-51,-51,-49,-46,-48,-54,-84,-72,-25,-6,-25,3,-18,-6,-25,-24,-24,-25,-25,-34,-33,-34,-33,-30,-15,-23,-26,-33,-53,-25,-22,-31,-31,LEFT
21.175,-26,-29,-33,-33,-35,-35,-39,-44,-32,-27,-29,-30,-32,-28,-36,-21,-19,-33,-13,-19,-15,-140,-84,-108,-77,-77,-34,-82,-80,-52,-33,-33,-33,-31,-25,-27,-31,-69,-52,-21,-1,-20,15,-17,4,-17,-8,-8,-3,-2,-6,-7,-11,-9,-16,7,1,-2,-5,-26,-1,-1,-11,-7,LEFT
21.1813,-1,-1,-4,-7,-8,-10,-13,-7,-5,-1,-3,-4,-7,-8,-8,5,6,-12,11,3,6,-124,-56,-85,-32,-32,-12,-45,-43,-11,-16,-18,-19,-17,-14,-16,-27,-46,-18,-11,-6,-9,15,-1,6,-10,-9,-10,-4,-4,-8,-8,-13,-12,-14,4,-3,-9,-11,-33,-8,-3,-16,-10,LEFT
21.1875,-23,-12,-16,-15,-23,-23,-41,-18,-18,-13,-15,-16,-23,-17,-23,-12,-8,-26,-5,-13,-11,-136,-73,-95,-52,-53,-25,-68,-67,-44,-23,-24,-25,-23,-22,-23,-29,-37,-14,-14,-23,-11,2,2,-7,-10,-18,-19,-10,-8,-12,-12,-17,-16,-10,-4,-8,-10,-15,-36,-11,-7,-20,-21,LEFT
21.1938,-5,2,-1,-3,-10,-10,-24,-6,1,6,1,0,-7,-1,-14,7,9,-8,11,2,3,-125,-67,-69,-74,-75,-13,-66,-64,-43,-2,-3,-5,-3,-6,-8,-3,-23,-15,6,0,8,3,14,5,7,-8,-9,5,6,4,3,-4,-2,5,4,-1,2,-3,-26,-4,-6,-18,-24,LEFT
21.2,-10,7,3,1,-1,-2,-7,-13,3,8,4,5,-5,4,-17,11,11,-6,8,4,2,-124,-79,-75,-69,-70,-25,-69,-67,-48,-22,-25,-26,-24,-20,-21,-18,-43,-39,1,-6,1,-13,-3,-5,2,-25,-24,-12,-12,-9,-8,-12,-10,-2,-17,-21,-8,-12,-33,-25,-14,-21,-32,LEFT
21.2063,-40,-14,-18,-14,-13,-15,-10,-44,-20,-13,-11,-6,-13,1,-37,-9,-7,-16,0,-1,-3,-120,-82,-90,-57,-58,-35,-63,-61,-34,-33,-33,-34,-32,-17,-19,-9,-41,-49,7,-7,10,-12,-2,-6,12,-25,-24,-12,-11,-3,2,5,7,13,-12,-13,2,9,-12,-13,-1,-1,-7,LEFT
21.2125,-39,-4,-7,-3,3,3,1,-31,-3,-2,3,8,4,20,-21,6,7,-1,20,17,18,-121,-61,-69,-41,-41,-19,-41,-39,-14,-7,-8,-10,-8,-3,-5,3,-26,-36,19,-14,20,-2,13,-9,20,-8,-7,6,6,7,11,14,15,15,5,3,5,15,-7,1,3,5,-8,LEFT
21.2188,-18,0,-3,-2,1,-1,-17,-13,10,3,3,4,-3,11,-11,12,14,-4,14,7,8,-119,-65,-72,-30,-30,-17,-46,-43,-2,-4,-6,-7,-4,-11,-11,-10,-30,-5,5,-16,6,-11,-2,-5,6,-2,-1,14,14,5,7,2,3,2,8,4,3,3,-19,3,0,-2,-20,LEFT
21.225,24,14,10,10,7,6,-13,16,27,21,14,14,3,4,5,29,30,9,24,16,10,-85,-52,-66,-23,-24,-4,-48,-45,11,14,13,12,13,2,0,-10,-43,11,2,-10,5,15,14,11,4,15,15,28,29,18,21,14,15,1,18,16,12,15,-7,14,7,4,-2,LEFT
21.2313,39,22,17,16,18,18,1,25,30,25,21,21,11,0,11,32,32,13,27,21,10,-98,-56,-75,-61,-62,-15,-52,-50,-44,-6,-8,-9,-7,-8,-9,-16,-43,-43,-6,3,-5,20,7,11,-6,0,1,10,10,5,6,4,4,-10,5,2,0,1,-21,-2,0,-2,-8,LEFT
21.2375,-3,-7,-12,-7,-4,-5,-17,-13,-2,-3,-3,-1,-6,-7,-13,7,10,-8,6,2,-2,-135,-76,-92,-73,-73,-34,-58,-57,-62,-22,-22,-23,-21,-22,-24,-26,-31,-52,-2,0,0,17,-11,4,2,-2,-2,7,9,5,4,2,4,3,15,8,5,5,-16,7,12,8,1,LEFT
21.2438,2,0,-4,2,4,4,1,-3,15,11,11,11,8,14,6,29,29,13,23,21,21,-135,-64,-84,-33,-32,-11,-45,-43,-11,8,10,7,10,1,-3,-2,-12,-16,16,16,17,33,22,21,17,19,19,32,33,26,24,18,20,13,33,26,17,21,-1,23,19,14,3,LEFT
21.25,32,17,14,14,10,8,-8,17,33,22,21,14,5,6,14,36,37,17,22,17,11,-130,-66,-78,-41,-41,-17,-57,-54,0,1,-2,-4,-1,-14,-14,-17,-39,-20,-7,5,-7,8,13,8,-7,2,3,17,18,10,6,-1,1,-12,14,7,-1,2,-19,4,3,-1,-14,LEFT
21.2563,-9,-4,-7,-3,-12,-13,-38,-1,11,5,6,-1,-10,-10,-2,20,21,3,12,6,-5,-120,-68,-79,-61,-61,-25,-72,-69,0,-9,-11,-12,-10,-15,-16,-15,-64,-32,-4,12,-2,7,0,7,1,3,4,16,16,14,13,9,12,1,16,10,2,13,-8,8,7,6,-8,LEFT
21.2625,-18,1,-4,4,4,3,-18,8,13,11,14,14,11,10,6,26,26,13,30,23,13,-131,-63,-78,-45,-44,-21,-53,-50,-7,-10,-12,-14,-12,-12,-15,-26,-63,-34,6,24,7,20,12,9,7,-1,-1,9,8,11,12,13,14,2,5,2,-6,12,-10,-2,2,6,-7,LEFT
21.2688,-16,-13,-17,-12,-10,-10,-17,-2,-3,-9,-4,-3,-4,-4,-11,5,8,-5,11,2,-6,-119,-83,-105,-74,-76,-49,-81,-79,-54,-39,-41,-41,-38,-35,-36,-35,-75,-35,-18,-41,-17,6,-4,-32,-17,-18,-18,-6,-5,-9,-12,-13,-12,-22,-6,-11,-21,-17,-37,-13,-17,-17,-28,LEFT
21.275,-7,-17,-22,-18,-16,-17,-11,1,-5,-12,-10,-10,-6,-15,-8,4,7,-8,8,-5,-10,-117,-82,-101,-71,-70,-40,-78,-75,-29,-26,-26,-27,-25,-24,-25,-10,-54,-26,-7,-18,-3,13,13,-15,-2,-3,-3,14,15,7,2,-3,-1,0,16,12,-2,0,-22,11,-3,-7,-10,LEFT
21.2812,-6,-5,-8,-4,-2,-3,-14,17,8,3,4,3,4,7,15,21,22,3,23,5,1,-117,-74,-87,-44,-43,-33,-66,-63,5,-23,-25,-26,-25,-26,-27,-20,-51,-40,1,25,2,8,13,6,1,3,3,14,13,1,-4,-7,-6,-6,17,10,-7,-5,-29,6,-3,-9,-5,LEFT
21.2875,-23,-23,-27,-22,-27,-28,-51,-2,-12,-17,-17,-21,-22,-15,-4,-4,-1,-23,-6,-21,-26,-122,-100,-113,-68,-69,-51,-60,-56,-18,-37,-39,-40,-38,-47,-48,-23,-67,-52,-20,19,-18,4,-13,-10,-16,-16,-15,-7,-6,-21,-24,-24,-23,-17,-5,-12,-25,-23,-44,-15,-21,-28,-30,LEFT
21.2938,-17,-21,-25,-20,-31,-30,-50,1,-6,-14,-15,-18,-17,-5,-1,-1,2,-15,2,-10,-15,-135,-80,-100,-64,-64,-32,-53,-49,-13,-10,-10,-12,-10,-27,-30,7,-50,-20,5,33,8,26,13,4,8,-4,-3,6,6,-3,-6,-4,-3,7,1,-2,-10,-4,-25,-4,-11,-15,-20,LEFT
21.3,-4,0,-4,1,-13,-13,-33,14,7,-1,-2,-4,-4,8,8,8,10,-7,11,-1,-10,-142,-69,-85,-70,-71,-28,-47,-44,-20,-15,-18,-20,-17,-27,-29,-1,-43,-41,-1,-6,0,10,9,-21,-1,-19,-19,-6,-6,-12,-14,-10,-9,-6,-11,-14,-16,-10,-31,-17,-9,-6,-7,LEFT
21.3063,-19,-16,-21,-13,-25,-26,-33,-4,-13,-18,-18,-17,-15,-7,-10,-8,-7,-23,-5,-12,-21,-127,-83,-110,-97,-98,-44,-67,-63,-42,-39,-41,-41,-39,-33,-34,-26,-58,-52,-11,-13,-8,3,-3,-25,-7,-13,-13,-5,-4,-11,-11,-3,-1,-9,4,-3,-7,3,-18,-3,4,8,14,LEFT
21.3125,-18,-13,-16,-7,-16,-17,-27,6,-4,-5,-5,-4,-1,-2,6,7,8,-6,11,4,-4,-99,-73,-105,-48,-48,-30,-55,-51,-3,-17,-17,-18,-18,-20,-22,-29,-62,4,-4,45,-3,19,11,8,-3,11,11,11,12,1,-2,5,6,-7,15,6,-2,3,-18,3,1,1,-6,LEFT
21.3188,-8,-6,-10,-3,-20,-20,-41,14,4,-1,-4,-6,-11,-12,11,6,8,-7,5,-6,-15,-105,-88,-100,-41,-42,-33,-58,-55,-7,-20,-22,-23,-21,-36,-37,-18,-70,13,-20,26,-18,11,4,-7,-18,0,2,1,2,-9,-16,-12,-11,-20,4,-5,-11,-21,-41,-7,-12,-17,-30,LEFT
21.325,10,-4,-8,-1,-24,-24,-37,21,8,3,-3,-6,-11,-14,14,11,12,-4,7,-7,-14,-112,-79,-86,-36,-38,-19,-53,-50,-3,-7,-8,-10,-7,-22,-23,-23,-83,21,-11,3,-7,33,6,-2,-7,10,10,14,13,6,-2,-1,1,-8,17,8,1,-6,-29,6,-1,-9,-12,LEFT
21.3313,-10,-2,-6,6,-7,-8,-7,7,4,3,3,3,2,-4,10,10,10,-1,11,-4,-7,-130,-78,-93,-50,-52,-26,-62,-59,-26,-15,-18,-19,-17,-24,-25,-31,-67,-12,-12,-2,-11,16,-2,-5,-11,-14,-14,-5,-6,-11,-18,-11,-10,-17,-11,-14,-15,-14,-35,-18,-5,-13,-16,LEFT
21.3375,-38,-26,-32,-16,-25,-26,-21,-34,-26,-25,-21,-20,-17,-20,-23,-20,-17,-23,-12,-24,-26,-124,-93,-111,-65,-66,-48,-89,-86,-30,-34,-36,-37,-35,-35,-36,-4,-47,-33,-20,-13,-16,-18,-6,-22,-14,-28,-27,-13,-12,-12,-17,-8,-6,-14,-17,-17,-11,-6,-27,-18,5,-2,-9,LEFT
21.3438,-27,-18,-21,-8,-18,-19,-27,-17,-10,-12,-7,-5,-1,-1,-6,-1,0,-2,11,-1,-5,-111,-81,-107,-79,-80,-30,-50,-46,-26,-25,-25,-26,-25,-21,-23,23,-29,-30,5,-10,8,6,9,1,8,-1,-1,6,6,6,4,6,8,5,3,-1,0,5,-17,-4,12,3,-2,LEFT
21.35,-21,-13,-16,-8,-20,-21,-30,-11,-4,-13,-8,-9,-6,1,-4,-2,-1,-7,3,-12,-13,-137,-93,-109,-116,-117,-48,-53,-50,-63,-44,-47,-48,-46,-44,-44,-25,-54,-53,-14,1,-14,-7,-5,-6,-14,-17,-16,-17,-17,-21,-25,-20,-18,-21,-14,-21,-23,-22,-44,-24,-8,-15,-22,LEFT
21.3563,-36,-39,-43,-31,-46,-46,-45,-29,-24,-31,-31,-30,-27,-21,-22,-18,-16,-24,-17,-31,-24,-134,-103,-111,-89,-89,-55,-69,-67,-56,-43,-43,-44,-43,-43,-45,-35,-69,-18,-20,8,-16,-8,7,-3,-15,-5,-3,-4,-2,-6,-11,-3,-1,-14,10,4,1,4,-17,5,18,11,13,LEFT
